date,source_cutoff,house,primary,incumbent,challenger,challenger_rank,actual,actual_rank_canonical,outcome,inc_support5,inc_support10,inc_family_support,inc_weighted_rr,chal_support5,chal_support10,chal_family_support,chal_weighted_rr,support5_adv,support10_adv,family_adv,weighted_rr_adv,rr_adv,inc_primary_only,inc_low_diversity,challenger_multi_support,challenger_multi_family,primary_member_count
2026-02-13,2026-02-12,Faridabad,HARUF_PYRAMID,32,39,6,46,68,NEUTRAL,1,1,1,0.02933582275558528,0,1,1,0.026773529315035495,-1,0,0,-0.0025622934405497844,-0.0092838726091381,1,1,0,0,1
2026-02-13,2026-02-12,Faridabad,HARUF_PYRAMID,32,93,7,46,68,NEUTRAL,1,1,1,0.02933582275558528,0,2,2,0.025086952652215236,-1,1,1,-0.0042488701033700435,-0.08708747967113661,1,1,1,1,1
2026-02-13,2026-02-12,Faridabad,HARUF_PYRAMID,32,34,8,46,68,NEUTRAL,1,1,1,0.02933582275558528,0,1,1,0.022063685683654057,-1,0,0,-0.007272137071931223,-0.1077504148003583,1,1,0,0,1
2026-02-13,2026-02-12,Ghaziabad,DATE_TRIAD,35,46,6,95,96,NEUTRAL,2,3,3,0.05479985392601784,0,1,1,0.01838817184066309,-2,-2,-2,-0.03641168208535475,-1.1235070264106561,0,0,0,0,1
2026-02-13,2026-02-12,Ghaziabad,DATE_TRIAD,35,74,7,95,96,NEUTRAL,2,3,3,0.05479985392601784,3,5,5,0.06677632203947718,1,2,2,0.011976468113459343,0.03228058662515676,0,0,1,1,1
2026-02-13,2026-02-12,Ghaziabad,DATE_TRIAD,35,44,8,95,96,NEUTRAL,2,3,3,0.05479985392601784,0,2,2,0.022376668931540465,-2,-1,-1,-0.032423184994477376,-0.9607873259326902,0,0,1,1,1
2026-02-13,2026-02-12,Gali,G_SQUARE_HARMONICS,27,42,6,88,89,NEUTRAL,2,3,2,0.04789569193144243,0,3,3,0.035678143519871953,-2,0,1,-0.012217548411570474,-0.22122817413824347,0,0,1,1,1
2026-02-13,2026-02-12,Gali,G_SQUARE_HARMONICS,27,52,7,88,89,NEUTRAL,2,3,2,0.04789569193144243,1,3,3,0.0393881391467519,-1,0,1,-0.00850755278469053,-0.12466442245834852,0,0,1,1,1
2026-02-13,2026-02-12,Gali,G_SQUARE_HARMONICS,27,62,8,88,89,NEUTRAL,2,3,2,0.04789569193144243,0,1,1,0.018059808588042216,-2,-2,-1,-0.02983588334340021,-0.5668140777353166,0,0,0,0,1
2026-02-14,2026-02-13,Deshawar,HARUF_PYRAMID,83,35,6,28,24,NEUTRAL,5,5,5,0.07121162054972324,1,3,3,0.07594677814878627,-4,-2,-2,0.004735157599063025,0.12517186677777414,0,0,1,1,1
2026-02-14,2026-02-13,Deshawar,HARUF_PYRAMID,83,37,7,28,24,NEUTRAL,5,5,5,0.07121162054972324,0,2,2,0.023948230400261183,-5,-3,-3,-0.047263390149462056,-0.9055520200524154,0,0,1,1,1
2026-02-14,2026-02-13,Deshawar,HARUF_PYRAMID,83,53,8,28,24,NEUTRAL,5,5,5,0.07121162054972324,2,6,6,0.0894534517446881,-3,1,1,0.018241831194964864,0.5009880093925345,0,0,1,1,1
2026-02-14,2026-02-13,Faridabad,HARUF_PYRAMID,24,42,6,84,32,NEUTRAL,1,2,2,0.04480663617385164,0,2,2,0.03322816655162723,-1,0,0,-0.011578469622224405,-0.2034714051239489,0,0,1,1,1
2026-02-14,2026-02-13,Faridabad,HARUF_PYRAMID,24,04,7,84,32,NEUTRAL,1,2,2,0.04480663617385164,3,6,6,0.08003969852056703,2,4,4,0.03523306234671539,1.0400152462562517,0,0,1,1,1
2026-02-14,2026-02-13,Faridabad,HARUF_PYRAMID,24,29,8,84,32,NEUTRAL,1,2,2,0.04480663617385164,1,2,2,0.047660876010457785,0,0,0,0.002854239836606147,0.15864656700345703,0,0,1,1,1
2026-02-14,2026-02-13,Ghaziabad,DATE_TRIAD,65,24,6,59,63,NEUTRAL,1,2,2,0.030394087097520707,1,2,2,0.035947902098532394,0,0,0,0.005553815001011687,0.1798449130675842,0,0,1,1,1
2026-02-14,2026-02-13,Ghaziabad,DATE_TRIAD,65,33,7,59,63,NEUTRAL,1,2,2,0.030394087097520707,2,3,3,0.044564745458076,1,1,1,0.01417065836055529,0.37721892517312816,0,0,1,1,1
2026-02-14,2026-02-13,Ghaziabad,DATE_TRIAD,65,42,8,59,63,NEUTRAL,1,2,2,0.030394087097520707,2,3,3,0.038906325311167625,1,1,1,0.008512238213646918,0.18293385424112463,0,0,1,1,1
2026-02-14,2026-02-13,Gali,G_SQUARE_HARMONICS,22,28,6,35,44,NEUTRAL,1,1,1,0.033015751619201006,1,3,3,0.07529179795831516,0,2,2,0.04227604633911415,1.01235067325235,1,1,1,1,1
2026-02-14,2026-02-13,Gali,G_SQUARE_HARMONICS,22,81,7,35,44,NEUTRAL,1,1,1,0.033015751619201006,1,2,2,0.041842152156148914,0,1,1,0.008826400536947908,0.18002056291584045,1,1,1,1,1
2026-02-14,2026-02-13,Gali,G_SQUARE_HARMONICS,22,82,8,35,44,NEUTRAL,1,1,1,0.033015751619201006,2,3,3,0.054134892455139146,1,2,2,0.02111914083593814,0.5011244934353174,1,1,1,1,1
2026-02-15,2026-02-14,Deshawar,HARUF_PYRAMID,77,25,6,54,28,NEUTRAL,3,4,4,0.08285547649446745,0,1,1,0.02691378028826265,-3,-3,-3,-0.0559416962062048,-1.3269231422093921,0,0,0,0,1
2026-02-15,2026-02-14,Deshawar,HARUF_PYRAMID,77,27,7,54,28,NEUTRAL,3,4,4,0.08285547649446745,1,2,2,0.050797731940270804,-2,-2,-2,-0.032057744554196646,-0.35285711445680334,0,0,1,1,1
2026-02-15,2026-02-14,Deshawar,HARUF_PYRAMID,77,52,8,54,28,NEUTRAL,3,4,4,0.08285547649446745,0,1,1,0.018805715728077533,-3,-3,-3,-0.06404976076638992,-1.4771422103949392,0,0,0,0,1
2026-02-15,2026-02-14,Faridabad,HARUF_PYRAMID,90,99,6,31,40,NEUTRAL,1,1,1,0.025161967802639792,0,2,2,0.02614050739034228,-1,1,1,0.0009785395877024879,0.027635978464878697,1,1,1,1,1
2026-02-15,2026-02-14,Faridabad,HARUF_PYRAMID,90,04,7,31,40,NEUTRAL,1,1,1,0.025161967802639792,1,3,3,0.04722254000682349,0,2,2,0.022060572204183695,0.5060140325393383,1,1,1,1,1
2026-02-15,2026-02-14,Faridabad,HARUF_PYRAMID,90,40,8,31,40,NEUTRAL,1,1,1,0.025161967802639792,0,2,2,0.033851752235091424,-1,1,1,0.008689784432451633,0.2258470719129777,1,1,1,1,1
2026-02-15,2026-02-14,Ghaziabad,DATE_TRIAD,68,76,6,19,30,NEUTRAL,1,2,2,0.031534571547826705,0,1,1,0.021897557292105192,-1,-1,-1,-0.009637014255721513,-0.14983121323055304,0,0,0,0,1
2026-02-15,2026-02-14,Ghaziabad,DATE_TRIAD,68,95,7,19,30,NEUTRAL,1,2,2,0.031534571547826705,6,7,7,0.18984004810620325,5,5,5,0.15830547655837654,2.8113029941410272,0,0,1,1,1
2026-02-15,2026-02-14,Ghaziabad,DATE_TRIAD,68,13,8,19,30,NEUTRAL,1,2,2,0.031534571547826705,4,6,6,0.12284383331134398,3,4,4,0.09130926176351728,2.1901701833091844,0,0,1,1,1
2026-02-15,2026-02-14,Gali,G_SQUARE_HARMONICS,34,38,6,18,44,NEUTRAL,2,3,3,0.03766711582118057,1,2,2,0.043716282276586194,-1,-1,-1,0.006049166455405625,0.018347726420870014,0,0,1,1,1
2026-02-15,2026-02-14,Gali,G_SQUARE_HARMONICS,34,43,7,18,44,NEUTRAL,2,3,3,0.03766711582118057,0,2,2,0.024125679567436713,-2,-1,-1,-0.013541436253743856,-0.332990459994202,0,0,1,1,1
2026-02-15,2026-02-14,Gali,G_SQUARE_HARMONICS,34,45,8,18,44,NEUTRAL,2,3,3,0.03766711582118057,0,1,1,0.01804248153946878,-2,-2,-2,-0.019624634281711788,-0.4374107497215898,0,0,0,0,1
2026-02-16,2026-02-15,Deshawar,HARUF_PYRAMID,52,54,6,07,67,NEUTRAL,1,1,1,0.023971365525262366,5,6,6,0.16430344608274106,4,5,5,0.1403320805574787,2.536754832399744,1,1,1,1,1
2026-02-16,2026-02-15,Deshawar,HARUF_PYRAMID,52,22,7,07,67,NEUTRAL,1,1,1,0.023971365525262366,0,1,1,0.02455939558846463,-1,0,0,0.0005880300632022627,0.0528256254635977,1,1,0,0,1
2026-02-16,2026-02-15,Deshawar,HARUF_PYRAMID,52,24,8,07,67,NEUTRAL,1,1,1,0.023971365525262366,0,1,1,0.023608169765821307,-1,0,0,-0.00036319575944105884,0.036028247932605506,1,1,0,0,1
2026-02-16,2026-02-15,Faridabad,HARUF_PYRAMID,14,41,6,59,9,NEUTRAL,3,4,4,0.06898861583855076,1,4,4,0.04910754836142374,-2,0,0,-0.01988106747712702,-0.40202761810861665,0,0,1,1,1
2026-02-16,2026-02-15,Faridabad,HARUF_PYRAMID,14,15,7,59,9,NEUTRAL,3,4,4,0.06898861583855076,0,2,2,0.03470892107727364,-3,-2,-2,-0.03427969476127712,-0.704877568992814,0,0,1,1,1
2026-02-16,2026-02-15,Faridabad,HARUF_PYRAMID,14,51,8,59,9,NEUTRAL,3,4,4,0.06898861583855076,0,1,1,0.019645019380289903,-3,-3,-3,-0.049343596458260856,-0.9708211319224341,0,0,0,0,1
2026-02-16,2026-02-15,Ghaziabad,LOOKBACK_5,47,40,6,00,18,NEUTRAL,1,5,5,0.049049293964619226,1,2,2,0.03518965809489035,0,-3,-3,-0.013859635869728874,-0.27546484159620466,0,0,1,1,1
2026-02-16,2026-02-15,Ghaziabad,LOOKBACK_5,47,52,7,00,18,NEUTRAL,1,5,5,0.049049293964619226,0,2,2,0.03116669243084718,-1,-3,-3,-0.017882601533772045,-0.3102139353486839,0,0,1,1,1
2026-02-16,2026-02-15,Ghaziabad,LOOKBACK_5,47,74,8,00,18,NEUTRAL,1,5,5,0.049049293964619226,0,2,2,0.02818928660561876,-1,-3,-3,-0.020860007359000465,-0.3687666632979587,0,0,1,1,1
2026-02-16,2026-02-15,Gali,G_SQUARE_HARMONICS,15,19,6,95,15,NEUTRAL,1,2,2,0.03624871142399677,2,3,3,0.08362351419019079,1,1,1,0.04737480276619402,0.892833441602527,0,0,1,1,1
2026-02-16,2026-02-15,Gali,G_SQUARE_HARMONICS,15,51,7,95,15,NEUTRAL,1,2,2,0.03624871142399677,1,2,2,0.037233534729632964,0,0,0,0.0009848233056361927,0.03480817514564649,0,0,1,1,1
2026-02-16,2026-02-15,Gali,G_SQUARE_HARMONICS,15,91,8,95,15,NEUTRAL,1,2,2,0.03624871142399677,1,2,2,0.06736705902049785,0,0,0,0.031118347596501075,0.7109356104033189,0,0,1,1,1
2026-02-17,2026-02-16,Deshawar,HARUF_PYRAMID,45,54,6,97,23,NEUTRAL,2,4,4,0.05463556789890117,3,4,4,0.06563882465963979,1,0,0,0.011003256760738614,0.12700540196826027,0,0,1,1,1
2026-02-17,2026-02-16,Deshawar,HARUF_PYRAMID,45,47,7,97,23,NEUTRAL,2,4,4,0.05463556789890117,0,1,1,0.023256103427347834,-2,-3,-3,-0.031379464471553334,-0.5489124883669942,0,0,0,0,1
2026-02-17,2026-02-16,Deshawar,HARUF_PYRAMID,45,74,8,97,23,NEUTRAL,2,4,4,0.05463556789890117,0,1,1,0.019082988072749794,-2,-3,-3,-0.03555257982615138,-0.6225294120292375,0,0,0,0,1
2026-02-17,2026-02-16,Faridabad,HARUF_PYRAMID,14,41,6,36,43,NEUTRAL,1,3,3,0.049454307501506735,0,2,2,0.03419018155229373,-1,-1,-1,-0.015264125949213003,-0.25927374185418084,0,0,1,1,1
2026-02-17,2026-02-16,Faridabad,HARUF_PYRAMID,14,35,7,36,43,NEUTRAL,1,3,3,0.049454307501506735,0,1,1,0.027034326799418595,-1,-2,-2,-0.02241998070208814,-0.3886560794090287,0,0,0,0,1
2026-02-17,2026-02-16,Faridabad,HARUF_PYRAMID,14,45,8,36,43,NEUTRAL,1,3,3,0.049454307501506735,0,2,2,0.03436188869668399,-1,-1,-1,-0.015092418804822746,-0.22949247569956976,0,0,1,1,1
2026-02-17,2026-02-16,Ghaziabad,LOOKBACK_5,91,99,6,98,100,NEUTRAL,2,3,3,0.0828323447482702,5,6,6,0.1382979466739221,3,3,3,0.05546560192565189,0.7053103764832374,0,0,1,1,1
2026-02-17,2026-02-16,Ghaziabad,LOOKBACK_5,91,40,7,98,100,NEUTRAL,2,3,3,0.0828323447482702,1,2,2,0.03749650786474215,-1,-1,-1,-0.04533583688352805,-0.9589683650741211,0,0,1,1,1
2026-02-17,2026-02-16,Ghaziabad,LOOKBACK_5,91,80,8,98,100,NEUTRAL,2,3,3,0.0828323447482702,0,4,4,0.03998014535560331,-2,1,1,-0.042852199392666886,-0.8857443741676256,0,0,1,1,1
2026-02-17,2026-02-16,Gali,G_SQUARE_HARMONICS,42,45,6,49,7,NEUTRAL,1,1,1,0.031121381966750992,2,3,2,0.05646181362340391,1,2,1,0.02534043165665292,0.4600422579162047,1,1,1,1,1
2026-02-17,2026-02-16,Gali,G_SQUARE_HARMONICS,42,49,7,49,7,RESCUE,1,1,1,0.031121381966750992,0,1,1,0.022981049699830523,-1,0,0,-0.008140332266920468,-0.1302085807758837,1,1,0,0,1
2026-02-17,2026-02-16,Gali,G_SQUARE_HARMONICS,42,54,8,49,7,NEUTRAL,1,1,1,0.031121381966750992,1,3,2,0.035643091294352544,0,2,1,0.004521709327601552,0.12033772662523512,1,1,1,1,1
2026-02-18,2026-02-17,Deshawar,HARUF_PYRAMID,93,34,6,33,1,NEUTRAL,1,2,2,0.033616588335198344,0,1,1,0.02881588897415287,-1,-1,-1,-0.004800699361045473,-0.06372668553999988,0,0,0,0,1
2026-02-18,2026-02-17,Deshawar,HARUF_PYRAMID,93,36,7,33,1,NEUTRAL,1,2,2,0.033616588335198344,0,1,1,0.027046811802923572,-1,-1,-1,-0.006569776532274772,-0.0908295422640496,0,0,0,0,1
2026-02-18,2026-02-17,Deshawar,HARUF_PYRAMID,93,43,8,33,1,NEUTRAL,1,2,2,0.033616588335198344,0,1,1,0.024100311989782044,-1,-1,-1,-0.0095162763454163,-0.1343140978465054,0,0,0,0,1
2026-02-18,2026-02-17,Faridabad,HARUF_PYRAMID,04,40,6,01,49,NEUTRAL,3,6,6,0.08036377053808635,1,5,5,0.07090343708276896,-2,-1,-1,-0.009460333455317396,-0.14719292935982176,0,0,1,1,1
2026-02-18,2026-02-17,Faridabad,HARUF_PYRAMID,04,46,7,01,49,NEUTRAL,3,6,6,0.08036377053808635,2,4,4,0.0577925622094963,-1,-2,-2,-0.022571208328590053,-0.23523027781044292,0,0,1,1,1
2026-02-18,2026-02-17,Faridabad,HARUF_PYRAMID,04,64,8,01,49,NEUTRAL,3,6,6,0.08036377053808635,1,2,2,0.044573733860774095,-2,-4,-4,-0.03579003667731226,-0.5642666869906274,0,0,1,1,1
2026-02-18,2026-02-17,Ghaziabad,LOOKBACK_5,59,91,6,81,89,NEUTRAL,2,3,3,0.10891545849618361,0,3,3,0.03789914945545955,-2,0,0,-0.07101630904072406,-0.9811268739499787,0,0,1,1,1
2026-02-18,2026-02-17,Ghaziabad,LOOKBACK_5,59,95,7,81,89,NEUTRAL,2,3,3,0.10891545849618361,2,4,4,0.13155565392445845,0,1,1,0.022640195428274834,0.3750929832584442,0,0,1,1,1
2026-02-18,2026-02-17,Ghaziabad,LOOKBACK_5,59,01,8,81,89,NEUTRAL,2,3,3,0.10891545849618361,2,4,4,0.08286290903066484,0,1,1,-0.02605254946551877,-0.23029656381327546,0,0,1,1,1
2026-02-18,2026-02-17,Gali,G_SQUARE_HARMONICS,14,15,6,88,95,NEUTRAL,1,1,1,0.03440239211063165,0,1,1,0.03121277506763557,-1,0,0,-0.0031896170429960777,-0.04843412623613447,1,1,0,0,1
2026-02-18,2026-02-17,Gali,G_SQUARE_HARMONICS,14,19,7,88,95,NEUTRAL,1,1,1,0.03440239211063165,0,1,1,0.028048430742586748,-1,0,0,-0.006353961368044898,-0.09608227938982228,1,1,0,0,1
2026-02-18,2026-02-17,Gali,G_SQUARE_HARMONICS,14,31,8,88,95,NEUTRAL,1,1,1,0.03440239211063165,0,2,2,0.030705402593889927,-1,1,1,-0.00369698951674172,-0.015389133688303636,1,1,1,1,1
2026-02-19,2026-02-18,Deshawar,HARUF_PYRAMID,23,32,6,63,29,NEUTRAL,1,2,2,0.04104397199193132,0,2,2,0.03399894688673779,-1,0,0,-0.007045025105193531,-0.10336921099514584,0,0,1,1,1
2026-02-19,2026-02-18,Deshawar,HARUF_PYRAMID,23,99,7,63,29,NEUTRAL,1,2,2,0.04104397199193132,2,5,5,0.09041164513723744,1,3,3,0.04936767314530612,0.7236596785348818,0,0,1,1,1
2026-02-19,2026-02-18,Deshawar,HARUF_PYRAMID,23,29,8,63,29,NEUTRAL,1,2,2,0.04104397199193132,0,2,2,0.042234260809349985,-1,0,0,0.0011902888174186652,0.011560633253580033,0,0,1,1,1
2026-02-19,2026-02-18,Faridabad,HARUF_PYRAMID,03,05,6,86,75,NEUTRAL,2,4,4,0.07754127398282842,0,3,3,0.051772720669155774,-2,-1,-1,-0.02576855331367265,-0.47448991067412094,0,0,1,1,1
2026-02-19,2026-02-18,Faridabad,HARUF_PYRAMID,03,23,7,86,75,NEUTRAL,2,4,4,0.07754127398282842,0,1,1,0.03144763228885138,-2,-3,-3,-0.04609364169397704,-0.7897104978354977,0,0,0,0,1
2026-02-19,2026-02-18,Faridabad,HARUF_PYRAMID,03,25,8,86,75,NEUTRAL,2,4,4,0.07754127398282842,0,1,1,0.03125428243398428,-2,-3,-3,-0.04628699154884414,-0.7660777874481339,0,0,0,0,1
2026-02-19,2026-02-18,Ghaziabad,LOOKBACK_5,89,19,6,50,73,NEUTRAL,2,3,3,0.07127233727251653,2,5,5,0.08271424187425892,0,2,2,0.011441904601742395,0.17974269314903513,0,0,1,1,1
2026-02-19,2026-02-18,Ghaziabad,LOOKBACK_5,89,91,7,50,73,NEUTRAL,2,3,3,0.07127233727251653,1,5,5,0.06920148019012322,-1,2,2,-0.00207085708239331,-0.016340631479494494,0,0,1,1,1
2026-02-19,2026-02-18,Ghaziabad,LOOKBACK_5,89,01,8,50,73,NEUTRAL,2,3,3,0.07127233727251653,1,6,6,0.0895125744067174,-1,3,3,0.018240237134200865,0.3851111999564012,0,0,1,1,1
2026-02-19,2026-02-18,Gali,G_SQUARE_HARMONICS,22,28,6,88,9,NEUTRAL,1,1,1,0.03297021944755702,0,2,2,0.03546036985038649,-1,1,1,0.0024901504028294677,0.07561956697829436,1,1,1,1,1
2026-02-19,2026-02-18,Gali,G_SQUARE_HARMONICS,22,81,7,88,9,NEUTRAL,1,1,1,0.03297021944755702,2,4,4,0.07789064520337857,1,3,3,0.04492042575582155,0.6801458899908559,1,1,1,1,1
2026-02-19,2026-02-18,Gali,G_SQUARE_HARMONICS,22,82,8,88,9,NEUTRAL,1,1,1,0.03297021944755702,0,1,1,0.021949629786794565,-1,0,0,-0.011020589660762456,-0.16249234805840962,1,1,0,0,1
2026-02-20,2026-02-19,Deshawar,HARUF_PYRAMID,34,39,6,81,95,NEUTRAL,1,1,1,0.03639790434081645,3,6,5,0.08044174991884862,2,5,4,0.04404384557803216,0.9278197129217398,1,1,1,1,1
2026-02-20,2026-02-19,Deshawar,HARUF_PYRAMID,34,43,7,81,95,NEUTRAL,1,1,1,0.03639790434081645,0,1,1,0.03152773880376723,-1,0,0,-0.00487016553704922,-0.04349105736980269,1,1,0,0,1
2026-02-20,2026-02-19,Deshawar,HARUF_PYRAMID,34,93,8,81,95,NEUTRAL,1,1,1,0.03639790434081645,2,4,4,0.07800183956534698,1,3,3,0.04160393522453053,0.8737160936772104,1,1,1,1,1
2026-02-20,2026-02-19,Faridabad,HARUF_PYRAMID,30,70,6,29,88,NEUTRAL,1,1,1,0.039046374773798395,0,1,1,0.024522441924921548,-1,0,0,-0.014523932848876847,-0.2462478697400972,1,1,0,0,1
2026-02-20,2026-02-19,Faridabad,HARUF_PYRAMID,30,01,7,29,88,NEUTRAL,1,1,1,0.039046374773798395,3,7,7,0.17875592341998725,2,6,6,0.13970954864618884,2.617063198476375,1,1,1,1,1
2026-02-20,2026-02-19,Faridabad,HARUF_PYRAMID,30,10,8,29,88,NEUTRAL,1,1,1,0.039046374773798395,1,3,3,0.05683464875380746,0,2,2,0.017788273980009067,0.32314577060117544,1,1,1,1,1
2026-02-20,2026-02-19,Ghaziabad,LOOKBACK_5,00,98,6,78,18,NEUTRAL,6,9,8,0.18750855149483203,0,3,3,0.042481211363865276,-6,-6,-5,-0.14502734013096674,-2.1185363329480977,0,0,1,1,1
2026-02-20,2026-02-19,Ghaziabad,LOOKBACK_5,00,89,7,78,18,NEUTRAL,6,9,8,0.18750855149483203,0,2,2,0.03549869832427886,-6,-7,-6,-0.15200985317055316,-2.2208656990206728,0,0,1,1,1
2026-02-20,2026-02-19,Ghaziabad,LOOKBACK_5,00,49,8,78,18,NEUTRAL,6,9,8,0.18750855149483203,1,2,2,0.05427604118539513,-5,-7,-6,-0.1332325103094369,-1.901972726275133,0,0,1,1,1
2026-02-20,2026-02-19,Gali,G_SQUARE_HARMONICS,22,28,6,34,43,NEUTRAL,2,3,3,0.10198551230283891,0,1,1,0.03421364920260427,-2,-2,-2,-0.06777186310023464,-1.1510395036446717,0,0,0,0,1
2026-02-20,2026-02-19,Gali,G_SQUARE_HARMONICS,22,81,7,34,43,NEUTRAL,2,3,3,0.10198551230283891,2,4,4,0.07957054060433436,0,1,1,-0.02241497169850455,-0.5530894923732268,0,0,1,1,1
2026-02-20,2026-02-19,Gali,G_SQUARE_HARMONICS,22,82,8,34,43,NEUTRAL,2,3,3,0.10198551230283891,0,2,2,0.02903756896043692,-2,-1,-1,-0.07294794334240198,-1.2147572149555625,0,0,1,1,1
2026-02-21,2026-02-20,Deshawar,HARUF_PYRAMID,21,22,6,78,73,NEUTRAL,1,1,1,0.04053823555313509,0,2,2,0.042942207002615224,-1,1,1,0.0024039714494801315,0.08072478592224619,1,1,1,1,1
2026-02-21,2026-02-20,Deshawar,HARUF_PYRAMID,21,23,7,78,73,NEUTRAL,1,1,1,0.04053823555313509,0,1,1,0.0316616378759527,-1,0,0,-0.008876597677182393,-0.1063167483922991,1,1,0,0,1
2026-02-21,2026-02-20,Deshawar,HARUF_PYRAMID,21,31,8,78,73,NEUTRAL,1,1,1,0.04053823555313509,0,1,1,0.03792574138532957,-1,0,0,-0.0026124941678055194,0.0008132233296104241,1,1,0,0,1
2026-02-21,2026-02-20,Faridabad,HARUF_PYRAMID,23,32,6,70,21,NEUTRAL,1,1,1,0.038817426000374834,0,1,1,0.03406487593819277,-1,0,0,-0.004752550062182066,-0.04531504324444685,1,1,0,0,1
2026-02-21,2026-02-20,Faridabad,HARUF_PYRAMID,23,37,7,70,21,NEUTRAL,1,1,1,0.038817426000374834,0,2,2,0.037527909182658754,-1,1,1,-0.0012895168177160798,0.04002768732087825,1,1,1,1,1
2026-02-21,2026-02-20,Faridabad,HARUF_PYRAMID,23,67,8,70,21,NEUTRAL,1,1,1,0.038817426000374834,0,1,1,0.02235621374854905,-1,0,0,-0.016461212251825785,-0.2152116628517829,1,1,0,0,1
2026-02-21,2026-02-20,Ghaziabad,LOOKBACK_5,18,81,6,40,67,NEUTRAL,2,4,4,0.06716844130460074,2,5,5,0.07413337498619231,0,1,1,0.0069649336815915674,0.10112034581133988,0,0,1,1,1
2026-02-21,2026-02-20,Ghaziabad,LOOKBACK_5,18,98,7,40,67,NEUTRAL,2,4,4,0.06716844130460074,0,2,2,0.036280158853286296,-2,-2,-2,-0.030888282451314447,-0.4899344773157206,0,0,1,1,1
2026-02-21,2026-02-20,Ghaziabad,LOOKBACK_5,18,00,8,40,67,NEUTRAL,2,4,4,0.06716844130460074,3,8,7,0.1988930857664953,1,4,3,0.13172464446189458,1.981586564044183,0,0,1,1,1
2026-02-21,2026-02-20,Gali,G_SQUARE_HARMONICS,34,36,6,36,6,RESCUE,5,5,5,0.21085523070839537,1,2,2,0.05259549366300004,-4,-3,-3,-0.15825973704539534,-1.9884095255082501,0,0,1,1,1
2026-02-21,2026-02-20,Gali,G_SQUARE_HARMONICS,34,37,7,36,6,NEUTRAL,5,5,5,0.21085523070839537,1,2,2,0.05634920593456563,-4,-3,-3,-0.15450602477382974,-2.0193997065860807,0,0,1,1,1
2026-02-21,2026-02-20,Gali,G_SQUARE_HARMONICS,34,43,8,36,6,NEUTRAL,5,5,5,0.21085523070839537,2,3,3,0.10123205043440608,-3,-2,-2,-0.10962318027398929,-1.4542772276750677,0,0,1,1,1
2026-02-22,2026-02-21,Deshawar,HARUF_PYRAMID,99,29,6,95,17,NEUTRAL,3,4,4,0.07065115721415291,0,2,2,0.04729167335860529,-3,-2,-2,-0.02335948385554762,-0.27006202256647416,0,0,1,1,1
2026-02-22,2026-02-21,Deshawar,HARUF_PYRAMID,99,79,7,95,17,NEUTRAL,3,4,4,0.07065115721415291,0,3,3,0.0412344898686797,-3,-1,-1,-0.029416667345473213,-0.3160843332897294,0,0,1,1,1
2026-02-22,2026-02-21,Deshawar,HARUF_PYRAMID,99,92,8,95,17,NEUTRAL,3,4,4,0.07065115721415291,1,2,2,0.04084208083333629,-2,-2,-2,-0.029809076380816618,-0.2966806831799794,0,0,1,1,1
2026-02-22,2026-02-21,Faridabad,HARUF_PYRAMID,31,35,6,89,94,NEUTRAL,3,5,5,0.17136753656570367,1,4,4,0.06183974796787299,-2,-1,-1,-0.10952778859783067,-1.7158493036600895,0,0,1,1,1
2026-02-22,2026-02-21,Faridabad,HARUF_PYRAMID,31,53,7,89,94,NEUTRAL,3,5,5,0.17136753656570367,1,3,3,0.05854493755512401,-2,-2,-2,-0.11282259901057966,-1.8601328291713124,0,0,1,1,1
2026-02-22,2026-02-21,Faridabad,HARUF_PYRAMID,31,00,8,89,94,NEUTRAL,3,5,5,0.17136753656570367,1,7,6,0.07770074599444851,-2,2,1,-0.09366679057125515,-1.5348647790791965,0,0,1,1,1
2026-02-22,2026-02-21,Ghaziabad,LOOKBACK_5,50,05,6,54,32,NEUTRAL,1,2,2,0.0499196204277445,1,4,3,0.09658934268208683,0,2,1,0.04666972225434233,0.7402953541087414,0,0,1,1,1
2026-02-22,2026-02-21,Ghaziabad,LOOKBACK_5,50,18,7,54,32,NEUTRAL,1,2,2,0.0499196204277445,0,2,2,0.04193846738714324,-1,0,0,-0.007981153040601256,-0.0871184627514906,0,0,1,1,1
2026-02-22,2026-02-21,Ghaziabad,LOOKBACK_5,50,81,8,54,32,NEUTRAL,1,2,2,0.0499196204277445,1,3,3,0.05041854408637707,0,1,1,0.0004989236586325704,0.012389152481108723,0,0,1,1,1
2026-02-22,2026-02-21,Gali,G_SQUARE_HARMONICS,13,16,6,52,67,NEUTRAL,2,2,2,0.07810970142989095,1,2,2,0.07108322299935474,-1,0,0,-0.007026478430536207,-0.014377048207444787,0,0,1,1,1
2026-02-22,2026-02-21,Gali,G_SQUARE_HARMONICS,13,31,7,52,67,NEUTRAL,2,2,2,0.07810970142989095,0,1,1,0.037407644256133035,-2,-1,-1,-0.04070205717375791,-0.5762153803793442,0,0,0,0,1
2026-02-22,2026-02-21,Gali,G_SQUARE_HARMONICS,13,35,8,52,67,NEUTRAL,2,2,2,0.07810970142989095,1,3,3,0.05811536137556831,-1,1,1,-0.019994340054322636,-0.2830826514477782,0,0,1,1,1
2026-02-23,2026-02-22,Deshawar,HARUF_PYRAMID,89,91,6,61,43,NEUTRAL,1,1,1,0.03349502580243893,0,1,1,0.02634720966126243,-1,0,0,-0.007147816141176502,-0.07547095357492828,1,1,0,0,1
